ts,value
2026-03-01T02:21:00Z,1243.7
2026-03-01T02:22:00Z,1195.9
2026-03-01T02:23:00Z,1190.4
2026-03-01T02:24:00Z,1225.4
2026-03-01T02:25:00Z,1216.7
2026-03-01T02:26:00Z,1212.0
2026-03-01T02:27:00Z,1170.8
2026-03-01T02:28:00Z,1206.0
2026-03-01T02:29:00Z,1226.1
2026-03-01T02:30:00Z,1214.5
2026-03-01T02:31:00Z,1170.1
2026-03-01T02:32:00Z,1168.3
2026-03-01T02:33:00Z,1172.7
2026-03-01T02:34:00Z,1177.6
2026-03-01T02:35:00Z,1223.0
2026-03-01T02:36:00Z,1169.9
2026-03-01T02:37:00Z,1216.1
2026-03-01T02:38:00Z,1240.2
2026-03-01T02:39:00Z,1222.7
2026-03-01T02:40:00Z,1168.0
2026-03-01T02:41:00Z,1218.7
2026-03-01T02:42:00Z,1187.5
2026-03-01T02:43:00Z,1225.2
2026-03-01T02:44:00Z,1222.4
2026-03-01T02:45:00Z,1206.2
2026-03-01T02:46:00Z,1202.3
2026-03-01T02:47:00Z,1165.6
2026-03-01T02:48:00Z,1199.1
2026-03-01T02:49:00Z,1191.5
2026-03-01T02:50:00Z,1196.9
2026-03-01T02:51:00Z,1173.3
2026-03-01T02:52:00Z,1169.5
2026-03-01T02:53:00Z,1191.6
2026-03-01T02:54:00Z,1239.7
2026-03-01T02:55:00Z,1164.6
2026-03-01T02:56:00Z,1185.3
2026-03-01T02:57:00Z,1167.5
2026-03-01T02:58:00Z,1167.3
2026-03-01T02:59:00Z,1222.4
2026-03-01T03:00:00Z,1171.7
2026-03-01T03:01:00Z,1165.3
2026-03-01T03:02:00Z,1218.4
2026-03-01T03:03:00Z,1178.4
2026-03-01T03:04:00Z,1200.2
2026-03-01T03:05:00Z,1173.1
2026-03-01T03:06:00Z,1207.6
2026-03-01T03:07:00Z,1190.7
2026-03-01T03:08:00Z,1221.8
2026-03-01T03:09:00Z,1163.4
2026-03-01T03:10:00Z,1170.2
2026-03-01T03:11:00Z,1212.6
2026-03-01T03:12:00Z,1230.9
2026-03-01T03:13:00Z,1203.6
2026-03-01T03:14:00Z,1203.0
2026-03-01T03:15:00Z,1169.1
2026-03-01T03:16:00Z,1176.6
2026-03-01T03:17:00Z,1177.7
2026-03-01T03:18:00Z,1217.0
2026-03-01T03:19:00Z,1222.8
2026-03-01T03:20:00Z,1219.5
2026-03-01T03:21:00Z,1219.2
2026-03-01T03:22:00Z,1173.6
2026-03-01T03:23:00Z,1233.2
2026-03-01T03:24:00Z,1197.3
2026-03-01T03:25:00Z,1223.6
2026-03-01T03:26:00Z,1207.4
2026-03-01T03:27:00Z,1175.5
2026-03-01T03:28:00Z,1171.0
2026-03-01T03:29:00Z,1175.3
2026-03-01T03:30:00Z,1241.1
2026-03-01T03:31:00Z,1226.8
2026-03-01T03:32:00Z,1202.0
2026-03-01T03:33:00Z,1218.8
2026-03-01T03:34:00Z,1185.7
2026-03-01T03:35:00Z,1208.0
2026-03-01T03:36:00Z,1176.1
2026-03-01T03:37:00Z,1198.0
2026-03-01T03:38:00Z,1207.6
2026-03-01T03:39:00Z,1214.6
2026-03-01T03:40:00Z,1181.2
2026-03-01T03:41:00Z,1182.5
2026-03-01T03:42:00Z,1166.8
2026-03-01T03:43:00Z,1185.5
2026-03-01T03:44:00Z,1206.9
2026-03-01T03:45:00Z,1225.6
2026-03-01T03:46:00Z,1169.0
2026-03-01T03:47:00Z,1218.9
2026-03-01T03:48:00Z,1225.3
2026-03-01T03:49:00Z,1191.0
2026-03-01T03:50:00Z,1215.4
2026-03-01T03:51:00Z,1215.2
2026-03-01T03:52:00Z,1232.2
2026-03-01T03:53:00Z,1242.5
2026-03-01T03:54:00Z,1213.2
2026-03-01T03:55:00Z,1244.1
2026-03-01T03:56:00Z,1187.0
2026-03-01T03:57:00Z,1195.7
2026-03-01T03:58:00Z,1175.9
2026-03-01T03:59:00Z,1176.1
2026-03-01T04:00:00Z,1238.7
2026-03-01T04:01:00Z,1214.1
2026-03-01T04:02:00Z,1234.2
2026-03-01T04:03:00Z,1192.7
2026-03-01T04:04:00Z,1179.8
2026-03-01T04:05:00Z,1235.7
2026-03-01T04:06:00Z,1230.3
2026-03-01T04:07:00Z,1178.4
2026-03-01T04:08:00Z,1217.8
2026-03-01T04:09:00Z,1203.4
2026-03-01T04:10:00Z,1243.1
2026-03-01T04:11:00Z,1226.2
2026-03-01T04:12:00Z,1221.0
2026-03-01T04:13:00Z,1206.0
2026-03-01T04:14:00Z,1180.4
2026-03-01T04:15:00Z,1241.9
2026-03-01T04:16:00Z,1204.2
2026-03-01T04:17:00Z,1182.5
2026-03-01T04:18:00Z,1206.8
2026-03-01T04:19:00Z,1200.4
2026-03-01T04:20:00Z,1235.8
2026-03-01T04:21:00Z,1206.5
2026-03-01T04:22:00Z,1241.4
2026-03-01T04:23:00Z,1191.4
2026-03-01T04:24:00Z,1247.2
2026-03-01T04:25:00Z,1253.8
2026-03-01T04:26:00Z,1227.6
2026-03-01T04:27:00Z,1215.4
2026-03-01T04:28:00Z,1252.3
2026-03-01T04:29:00Z,1210.0
2026-03-01T04:30:00Z,1259.3
2026-03-01T04:31:00Z,1229.9
2026-03-01T04:32:00Z,1240.9
2026-03-01T04:33:00Z,1248.2
2026-03-01T04:34:00Z,1249.8
2026-03-01T04:35:00Z,1214.5
2026-03-01T04:36:00Z,1235.6
2026-03-01T04:37:00Z,1216.6
2026-03-01T04:38:00Z,1217.9
2026-03-01T04:39:00Z,1244.6
2026-03-01T04:40:00Z,1220.6
2026-03-01T04:41:00Z,1250.1
2026-03-01T04:42:00Z,1215.7
2026-03-01T04:43:00Z,1252.3
2026-03-01T04:44:00Z,1232.1
2026-03-01T04:45:00Z,1216.4
2026-03-01T04:46:00Z,1225.7
2026-03-01T04:47:00Z,1232.1
2026-03-01T04:48:00Z,1228.2
2026-03-01T04:49:00Z,1206.8
2026-03-01T04:50:00Z,1250.7
2026-03-01T04:51:00Z,1202.5
2026-03-01T04:52:00Z,1224.1
2026-03-01T04:53:00Z,1267.8
2026-03-01T04:54:00Z,1257.3
2026-03-01T04:55:00Z,1238.5
2026-03-01T04:56:00Z,1220.6
2026-03-01T04:57:00Z,1272.6
2026-03-01T04:58:00Z,1227.3
2026-03-01T04:59:00Z,1272.9
2026-03-01T05:00:00Z,1258.9
2026-03-01T05:01:00Z,1225.4
2026-03-01T05:02:00Z,1228.5
2026-03-01T05:03:00Z,1260.7
2026-03-01T05:04:00Z,1244.8
2026-03-01T05:05:00Z,1227.9
2026-03-01T05:06:00Z,1257.3
2026-03-01T05:07:00Z,1224.6
2026-03-01T05:08:00Z,1217.5
2026-03-01T05:09:00Z,1271.5
2026-03-01T05:10:00Z,1251.2
2026-03-01T05:11:00Z,1240.5
2026-03-01T05:12:00Z,1258.6
2026-03-01T05:13:00Z,1241.4
2026-03-01T05:14:00Z,1282.3
2026-03-01T05:15:00Z,1222.0
2026-03-01T05:16:00Z,1259.1
2026-03-01T05:17:00Z,1273.4
2026-03-01T05:18:00Z,1239.6
2026-03-01T05:19:00Z,1258.6
2026-03-01T05:20:00Z,1222.2
2026-03-01T05:21:00Z,1215.4
2026-03-01T05:22:00Z,1284.6
2026-03-01T05:23:00Z,1252.2
2026-03-01T05:24:00Z,1252.2
2026-03-01T05:25:00Z,1257.1
2026-03-01T05:26:00Z,1255.8
2026-03-01T05:27:00Z,1284.4
2026-03-01T05:28:00Z,1280.1
2026-03-01T05:29:00Z,1224.6
2026-03-01T05:30:00Z,1265.7
2026-03-01T05:31:00Z,1263.6
2026-03-01T05:32:00Z,1238.2
2026-03-01T05:33:00Z,1294.6
2026-03-01T05:34:00Z,1289.1
2026-03-01T05:35:00Z,1256.0
2026-03-01T05:36:00Z,1259.3
2026-03-01T05:37:00Z,1272.6
2026-03-01T05:38:00Z,1230.9
2026-03-01T05:39:00Z,1282.7
2026-03-01T05:40:00Z,1256.9
2026-03-01T05:41:00Z,1235.5
2026-03-01T05:42:00Z,1284.2
2026-03-01T05:43:00Z,1234.0
2026-03-01T05:44:00Z,1245.1
2026-03-01T05:45:00Z,1295.2
2026-03-01T05:46:00Z,1298.1
2026-03-01T05:47:00Z,1280.2
2026-03-01T05:48:00Z,1281.7
2026-03-01T05:49:00Z,1315.3
2026-03-01T05:50:00Z,1255.4
2026-03-01T05:51:00Z,1318.6
2026-03-01T05:52:00Z,1276.4
2026-03-01T05:53:00Z,1307.3
2026-03-01T05:54:00Z,1270.6
2026-03-01T05:55:00Z,1277.1
2026-03-01T05:56:00Z,1247.2
2026-03-01T05:57:00Z,1257.6
2026-03-01T05:58:00Z,1259.1
2026-03-01T05:59:00Z,1325.5
2026-03-01T06:00:00Z,1263.9
2026-03-01T06:01:00Z,1269.8
2026-03-01T06:02:00Z,1273.5
2026-03-01T06:03:00Z,1298.0
2026-03-01T06:04:00Z,1279.4
2026-03-01T06:05:00Z,1272.0
2026-03-01T06:06:00Z,1293.6
2026-03-01T06:07:00Z,1330.1
2026-03-01T06:08:00Z,1293.0
2026-03-01T06:09:00Z,1300.7
2026-03-01T06:10:00Z,1315.7
2026-03-01T06:11:00Z,1275.2
2026-03-01T06:12:00Z,1323.3
2026-03-01T06:13:00Z,1287.8
2026-03-01T06:14:00Z,1286.6
2026-03-01T06:15:00Z,1276.8
2026-03-01T06:16:00Z,1277.9
2026-03-01T06:17:00Z,1324.8
2026-03-01T06:18:00Z,1296.1
2026-03-01T06:19:00Z,1308.4
2026-03-01T06:20:00Z,1308.6
2026-03-01T06:21:00Z,1276.2
2026-03-01T06:22:00Z,1273.8
2026-03-01T06:23:00Z,1348.1
2026-03-01T06:24:00Z,1347.8
2026-03-01T06:25:00Z,1343.6
2026-03-01T06:26:00Z,1310.7
2026-03-01T06:27:00Z,1338.3
2026-03-01T06:28:00Z,1326.5
2026-03-01T06:29:00Z,1335.2
2026-03-01T06:30:00Z,1347.0
2026-03-01T06:31:00Z,1307.6
2026-03-01T06:32:00Z,1314.5
2026-03-01T06:33:00Z,1342.9
2026-03-01T06:34:00Z,1353.4
2026-03-01T06:35:00Z,1323.4
2026-03-01T06:36:00Z,1362.9
2026-03-01T06:37:00Z,1361.6
2026-03-01T06:38:00Z,1342.6
2026-03-01T06:39:00Z,1363.1
2026-03-01T06:40:00Z,1316.0
2026-03-01T06:41:00Z,1339.4
2026-03-01T06:42:00Z,1323.0
2026-03-01T06:43:00Z,1312.1
2026-03-01T06:44:00Z,1343.1
2026-03-01T06:45:00Z,1356.6
2026-03-01T06:46:00Z,1295.0
2026-03-01T06:47:00Z,1322.2
2026-03-01T06:48:00Z,1303.4
2026-03-01T06:49:00Z,1307.4
2026-03-01T06:50:00Z,1327.4
2026-03-01T06:51:00Z,1302.8
2026-03-01T06:52:00Z,1345.9
2026-03-01T06:53:00Z,1361.6
2026-03-01T06:54:00Z,1330.4
2026-03-01T06:55:00Z,1328.2
2026-03-01T06:56:00Z,1380.9
2026-03-01T06:57:00Z,1378.7
2026-03-01T06:58:00Z,1360.1
2026-03-01T06:59:00Z,1382.6
2026-03-01T07:00:00Z,1371.0
2026-03-01T07:01:00Z,1361.7
2026-03-01T07:02:00Z,1376.5
2026-03-01T07:03:00Z,1376.1
2026-03-01T07:04:00Z,1387.4
2026-03-01T07:05:00Z,1350.5
2026-03-01T07:06:00Z,1342.3
2026-03-01T07:07:00Z,1341.9
2026-03-01T07:08:00Z,1370.1
2026-03-01T07:09:00Z,1357.2
2026-03-01T07:10:00Z,1384.2
2026-03-01T07:11:00Z,1374.5
2026-03-01T07:12:00Z,1325.6
2026-03-01T07:13:00Z,1403.5
2026-03-01T07:14:00Z,1338.5
2026-03-01T07:15:00Z,1400.6
2026-03-01T07:16:00Z,1391.1
2026-03-01T07:17:00Z,1380.5
2026-03-01T07:18:00Z,1350.4
2026-03-01T07:19:00Z,1338.6
2026-03-01T07:20:00Z,1374.8
2026-03-01T07:21:00Z,1336.6
2026-03-01T07:22:00Z,1370.2
2026-03-01T07:23:00Z,1337.7
2026-03-01T07:24:00Z,1367.8
2026-03-01T07:25:00Z,1407.6
2026-03-01T07:26:00Z,1418.3
2026-03-01T07:27:00Z,1418.1
2026-03-01T07:28:00Z,1387.8
2026-03-01T07:29:00Z,1405.4
2026-03-01T07:30:00Z,1366.1
2026-03-01T07:31:00Z,1383.9
2026-03-01T07:32:00Z,1409.0
2026-03-01T07:33:00Z,1405.2
2026-03-01T07:34:00Z,1350.8
2026-03-01T07:35:00Z,1391.7
2026-03-01T07:36:00Z,1431.7
2026-03-01T07:37:00Z,1423.9
2026-03-01T07:38:00Z,1400.9
2026-03-01T07:39:00Z,1405.7
2026-03-01T07:40:00Z,1380.3
2026-03-01T07:41:00Z,1426.3
2026-03-01T07:42:00Z,1371.3
2026-03-01T07:43:00Z,1408.6
2026-03-01T07:44:00Z,1382.3
2026-03-01T07:45:00Z,1384.6
2026-03-01T07:46:00Z,1365.6
2026-03-01T07:47:00Z,1378.4
2026-03-01T07:48:00Z,1425.7
2026-03-01T07:49:00Z,1400.8
2026-03-01T07:50:00Z,1399.7
2026-03-01T07:51:00Z,1404.5
2026-03-01T07:52:00Z,1437.0
2026-03-01T07:53:00Z,1416.6
2026-03-01T07:54:00Z,1396.5
2026-03-01T07:55:00Z,1406.1
2026-03-01T07:56:00Z,1380.8
2026-03-01T07:57:00Z,1379.5
2026-03-01T07:58:00Z,1406.2
2026-03-01T07:59:00Z,1410.2
2026-03-01T08:00:00Z,1416.0
2026-03-01T08:01:00Z,1407.6
2026-03-01T08:02:00Z,1456.0
2026-03-01T08:03:00Z,1415.1
2026-03-01T08:04:00Z,1409.0
2026-03-01T08:05:00Z,1441.0
2026-03-01T08:06:00Z,1390.6
2026-03-01T08:07:00Z,1444.8
2026-03-01T08:08:00Z,1403.0
2026-03-01T08:09:00Z,1400.2
2026-03-01T08:10:00Z,1460.3
2026-03-01T08:11:00Z,1448.2
2026-03-01T08:12:00Z,1459.0
2026-03-01T08:13:00Z,1440.7
2026-03-01T08:14:00Z,1435.2
2026-03-01T08:15:00Z,1431.3
2026-03-01T08:16:00Z,1447.1
2026-03-01T08:17:00Z,1440.3
2026-03-01T08:18:00Z,1484.5
2026-03-01T08:19:00Z,1471.1
2026-03-01T08:20:00Z,1477.1
2026-03-01T08:21:00Z,1428.3
2026-03-01T08:22:00Z,1457.8
2026-03-01T08:23:00Z,1474.2
2026-03-01T08:24:00Z,1453.6
2026-03-01T08:25:00Z,1475.1
2026-03-01T08:26:00Z,1488.1
2026-03-01T08:27:00Z,1488.3
2026-03-01T08:28:00Z,1454.0
2026-03-01T08:29:00Z,1423.3
2026-03-01T08:30:00Z,1476.1
2026-03-01T08:31:00Z,1501.0
2026-03-01T08:32:00Z,1425.2
2026-03-01T08:33:00Z,1502.6
2026-03-01T08:34:00Z,1493.6
2026-03-01T08:35:00Z,1478.8
2026-03-01T08:36:00Z,1433.3
2026-03-01T08:37:00Z,1449.3
2026-03-01T08:38:00Z,1443.0
2026-03-01T08:39:00Z,1481.4
2026-03-01T08:40:00Z,1466.6
2026-03-01T08:41:00Z,1503.9
2026-03-01T08:42:00Z,1500.9
2026-03-01T08:43:00Z,1440.4
2026-03-01T08:44:00Z,1490.0
2026-03-01T08:45:00Z,1506.3
2026-03-01T08:46:00Z,1485.7
2026-03-01T08:47:00Z,1468.7
2026-03-01T08:48:00Z,1498.8
2026-03-01T08:49:00Z,1502.6
2026-03-01T08:50:00Z,1491.1
2026-03-01T08:51:00Z,1449.4
2026-03-01T08:52:00Z,1522.5
2026-03-01T08:53:00Z,1518.4
2026-03-01T08:54:00Z,1496.9
2026-03-01T08:55:00Z,1502.5
2026-03-01T08:56:00Z,1454.8
2026-03-01T08:57:00Z,1498.2
2026-03-01T08:58:00Z,1485.7
2026-03-01T08:59:00Z,1497.8
2026-03-01T09:00:00Z,1492.2
2026-03-01T09:01:00Z,1518.5
2026-03-01T09:02:00Z,1510.4
2026-03-01T09:03:00Z,1519.4
2026-03-01T09:04:00Z,1543.9
2026-03-01T09:05:00Z,1516.9
2026-03-01T09:06:00Z,1516.2
2026-03-01T09:07:00Z,1525.6
2026-03-01T09:08:00Z,1493.8
2026-03-01T09:09:00Z,1534.6
2026-03-01T09:10:00Z,1502.5
2026-03-01T09:11:00Z,1475.0
2026-03-01T09:12:00Z,1525.7
2026-03-01T09:13:00Z,1508.9
2026-03-01T09:14:00Z,1498.7
2026-03-01T09:15:00Z,1507.4
2026-03-01T09:16:00Z,1491.9
2026-03-01T09:17:00Z,1489.4
2026-03-01T09:18:00Z,1517.4
2026-03-01T09:19:00Z,1502.5
2026-03-01T09:20:00Z,1495.1
2026-03-01T09:21:00Z,1526.4
2026-03-01T09:22:00Z,1555.5
2026-03-01T09:23:00Z,1562.1
2026-03-01T09:24:00Z,1499.9
2026-03-01T09:25:00Z,1531.3
2026-03-01T09:26:00Z,1538.1
2026-03-01T09:27:00Z,1513.0
2026-03-01T09:28:00Z,1513.4
2026-03-01T09:29:00Z,1564.3
2026-03-01T09:30:00Z,1534.3
2026-03-01T09:31:00Z,1515.0
2026-03-01T09:32:00Z,1517.7
2026-03-01T09:33:00Z,1519.9
2026-03-01T09:34:00Z,1550.9
2026-03-01T09:35:00Z,1563.1
2026-03-01T09:36:00Z,1566.6
2026-03-01T09:37:00Z,1541.3
2026-03-01T09:38:00Z,1553.5
2026-03-01T09:39:00Z,1573.7
2026-03-01T09:40:00Z,1537.7
2026-03-01T09:41:00Z,1566.3
2026-03-01T09:42:00Z,1589.4
2026-03-01T09:43:00Z,1588.2
2026-03-01T09:44:00Z,1567.2
2026-03-01T09:45:00Z,1575.3
2026-03-01T09:46:00Z,1550.8
2026-03-01T09:47:00Z,1553.9
2026-03-01T09:48:00Z,1547.5
2026-03-01T09:49:00Z,1599.1
2026-03-01T09:50:00Z,1582.5
2026-03-01T09:51:00Z,1547.6
2026-03-01T09:52:00Z,1540.7
2026-03-01T09:53:00Z,1595.4
2026-03-01T09:54:00Z,1592.2
2026-03-01T09:55:00Z,1601.6
2026-03-01T09:56:00Z,1595.2
2026-03-01T09:57:00Z,1557.3
2026-03-01T09:58:00Z,1558.7
2026-03-01T09:59:00Z,1574.2
2026-03-01T10:00:00Z,1596.6
2026-03-01T10:01:00Z,1562.9
2026-03-01T10:02:00Z,1545.6
2026-03-01T10:03:00Z,1568.7
2026-03-01T10:04:00Z,1616.8
2026-03-01T10:05:00Z,1572.4
2026-03-01T10:06:00Z,1559.4
2026-03-01T10:07:00Z,1593.2
2026-03-01T10:08:00Z,1547.8
2026-03-01T10:09:00Z,1609.2
2026-03-01T10:10:00Z,1589.4
2026-03-01T10:11:00Z,1593.9
2026-03-01T10:12:00Z,1625.1
2026-03-01T10:13:00Z,1588.6
2026-03-01T10:14:00Z,1601.0
2026-03-01T10:15:00Z,1605.4
2026-03-01T10:16:00Z,1620.8
2026-03-01T10:17:00Z,1566.9
2026-03-01T10:18:00Z,1601.0
2026-03-01T10:19:00Z,1569.7
2026-03-01T10:20:00Z,1639.9
2026-03-01T10:21:00Z,1640.6
2026-03-01T10:22:00Z,1583.3
2026-03-01T10:23:00Z,1645.0
2026-03-01T10:24:00Z,1632.7
2026-03-01T10:25:00Z,1637.5
2026-03-01T10:26:00Z,1573.8
2026-03-01T10:27:00Z,1580.8
2026-03-01T10:28:00Z,1612.2
2026-03-01T10:29:00Z,1647.1
2026-03-01T10:30:00Z,1621.8
2026-03-01T10:31:00Z,1651.9
2026-03-01T10:32:00Z,1600.1
2026-03-01T10:33:00Z,1616.8
2026-03-01T10:34:00Z,1607.6
2026-03-01T10:35:00Z,1589.7
2026-03-01T10:36:00Z,1660.3
2026-03-01T10:37:00Z,1584.6
2026-03-01T10:38:00Z,1628.7
2026-03-01T10:39:00Z,1663.7
2026-03-01T10:40:00Z,1630.1
2026-03-01T10:41:00Z,1636.1
2026-03-01T10:42:00Z,1609.3
2026-03-01T10:43:00Z,1668.8
2026-03-01T10:44:00Z,1626.0
2026-03-01T10:45:00Z,1623.1
2026-03-01T10:46:00Z,1603.8
2026-03-01T10:47:00Z,1598.4
2026-03-01T10:48:00Z,1662.2
2026-03-01T10:49:00Z,1609.9
2026-03-01T10:50:00Z,1669.1
2026-03-01T10:51:00Z,1618.1
2026-03-01T10:52:00Z,1672.1
2026-03-01T10:53:00Z,1668.3
2026-03-01T10:54:00Z,1676.6
2026-03-01T10:55:00Z,1668.0
2026-03-01T10:56:00Z,1669.7
2026-03-01T10:57:00Z,1615.7
2026-03-01T10:58:00Z,1664.9
2026-03-01T10:59:00Z,1682.0
2026-03-01T11:00:00Z,1659.8
2026-03-01T11:01:00Z,1641.4
2026-03-01T11:02:00Z,1613.7
2026-03-01T11:03:00Z,1685.9
2026-03-01T11:04:00Z,1629.4
2026-03-01T11:05:00Z,1673.1
2026-03-01T11:06:00Z,1645.1
2026-03-01T11:07:00Z,1695.5
2026-03-01T11:08:00Z,1692.7
2026-03-01T11:09:00Z,1664.0
2026-03-01T11:10:00Z,1625.0
2026-03-01T11:11:00Z,1681.1
2026-03-01T11:12:00Z,1639.3
2026-03-01T11:13:00Z,1652.8
2026-03-01T11:14:00Z,1695.0
2026-03-01T11:15:00Z,1694.7
2026-03-01T11:16:00Z,1683.9
2026-03-01T11:17:00Z,1658.0
2026-03-01T11:18:00Z,1677.1
2026-03-01T11:19:00Z,1702.0
2026-03-01T11:20:00Z,1656.9
2026-03-01T11:21:00Z,1666.9
2026-03-01T11:22:00Z,1659.5
2026-03-01T11:23:00Z,1661.6
2026-03-01T11:24:00Z,1637.1
2026-03-01T11:25:00Z,1646.2
2026-03-01T11:26:00Z,1675.2
2026-03-01T11:27:00Z,1680.5
2026-03-01T11:28:00Z,1643.2
2026-03-01T11:29:00Z,1720.8
2026-03-01T11:30:00Z,1712.6
2026-03-01T11:31:00Z,1663.4
2026-03-01T11:32:00Z,1656.3
2026-03-01T11:33:00Z,1715.3
2026-03-01T11:34:00Z,1656.3
2026-03-01T11:35:00Z,1668.5
2026-03-01T11:36:00Z,1714.5
2026-03-01T11:37:00Z,1714.8
2026-03-01T11:38:00Z,1707.5
